Description:           Daily Index of EDGAR Dissemination Feed
Last Data Received:    Apr  1, 2019
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
CIK|Company Name|Form Type|Date Filed|File Name
1014111|GlassBridge Enterprises, Inc.|10-K|20190401|edgar/data/1014111/0001493152-19-004550.txt
1015370|GREENLIGHT CAPITAL, L.P.|D/A|20190401|edgar/data/1015370/0001567619-19-007978.txt
101538|UNITED STATES ANTIMONY CORP|10-K/A|20190401|edgar/data/101538/0001654954-19-003859.txt
101538|UNITED STATES ANTIMONY CORP|10-K|20190401|edgar/data/101538/0001654954-19-003748.txt
1015788|GULIS STEPHEN L JR|4|20190401|edgar/data/1015788/0000039311-19-000020.txt
1015884|JOYCE RENE R|4|20190401|edgar/data/1015884/0001357400-19-000071.txt
1016274|AMERITAS LIFE INSURANCE CORP SEPARATE ACCOUNT LLVA|497|20190401|edgar/data/1016274/0001016274-19-000017.txt
1016274|AMERITAS LIFE INSURANCE CORP SEPARATE ACCOUNT LLVA|497|20190401|edgar/data/1016274/0001016274-19-000018.txt
1016274|AMERITAS LIFE INSURANCE CORP SEPARATE ACCOUNT LLVA|497|20190401|edgar/data/1016274/0001016274-19-000019.txt
1016274|AMERITAS LIFE INSURANCE CORP SEPARATE ACCOUNT LLVA|497|20190401|edgar/data/1016274/0001016274-19-000020.txt
1016281|CARRIAGE SERVICES INC|4|20190401|edgar/data/1016281/0001016281-19-000050.txt
1016281|CARRIAGE SERVICES INC|4|20190401|edgar/data/1016281/0001016281-19-000052.txt
1016708|RenovaCare, Inc.|NT 10-K|20190401|edgar/data/1016708/0001477932-19-001339.txt
1016838|RADCOM LTD|6-K|20190401|edgar/data/1016838/0001213900-19-005337.txt
1017480|HIBBETT SPORTS INC|SC 13G|20190401|edgar/data/1017480/0001144204-19-017407.txt
1017608|GARCIA ERNEST C. II|SC 13D/A|20190401|edgar/data/1017608/0001193125-19-094733.txt
1017655|PAID INC|10-K|20190401|edgar/data/1017655/0001654954-19-003887.txt
101778|MARATHON OIL CORP|3|20190401|edgar/data/101778/0000101778-19-000051.txt
101778|MARATHON OIL CORP|3|20190401|edgar/data/101778/0000101778-19-000052.txt
1018164|WILLIS LEASE FINANCE CORP|4|20190401|edgar/data/1018164/0001104659-19-018912.txt
1018399|ENTERPRISE BANCORP INC /MA/|DEF 14A|20190401|edgar/data/1018399/0001018399-19-000019.txt
1018490|DB SERVICES AMERICAS INC /TA|TA-2|20190401|edgar/data/1018490/0001018490-19-000004.txt
1018572|OTIS CLARENCE JR|4|20190401|edgar/data/1018572/0001127602-19-013672.txt
1018840|ABERCROMBIE & FITCH CO /DE/|10-K|20190401|edgar/data/1018840/0001018840-19-000018.txt
1019034|BIO KEY INTERNATIONAL INC|10-K|20190401|edgar/data/1019034/0001437749-19-006258.txt
1019034|BIO KEY INTERNATIONAL INC|4|20190401|edgar/data/1019034/0001437749-19-006215.txt
1019034|BIO KEY INTERNATIONAL INC|4|20190401|edgar/data/1019034/0001437749-19-006223.txt
1019034|BIO KEY INTERNATIONAL INC|4|20190401|edgar/data/1019034/0001437749-19-006230.txt
1020214|CERUS CORP|8-K|20190401|edgar/data/1020214/0001193125-19-094509.txt
1020280|MACNAB CRAIG|4|20190401|edgar/data/1020280/0001705696-19-000079.txt
1020741|JONES EVAN/ FA|4|20190401|edgar/data/1020741/0001567619-19-007942.txt
1020861|SUNAMERICA SERIES, INC.|497K|20190401|edgar/data/1020861/0001193125-19-094637.txt
1020861|SUNAMERICA SERIES, INC.|497K|20190401|edgar/data/1020861/0001193125-19-094643.txt
1020861|SUNAMERICA SERIES, INC.|497K|20190401|edgar/data/1020861/0001193125-19-094646.txt
1020861|SUNAMERICA SERIES, INC.|497K|20190401|edgar/data/1020861/0001193125-19-094648.txt
1020861|SUNAMERICA SERIES, INC.|497K|20190401|edgar/data/1020861/0001193125-19-094711.txt
1020861|SUNAMERICA SERIES, INC.|497K|20190401|edgar/data/1020861/0001193125-19-094725.txt
1020861|SUNAMERICA SERIES, INC.|497|20190401|edgar/data/1020861/0001193125-19-094634.txt
1020861|SUNAMERICA SERIES, INC.|497|20190401|edgar/data/1020861/0001193125-19-094721.txt
1021199|BROUGHTON GEORGE W|4|20190401|edgar/data/1021199/0000318300-19-000113.txt
1021435|hopTo Inc.|10-K|20190401|edgar/data/1021435/0001493152-19-004622.txt
1021635|OGE ENERGY CORP.|DEF 14A|20190401|edgar/data/1021635/0001021635-19-000060.txt
1021635|OGE ENERGY CORP.|DEFA14A|20190401|edgar/data/1021635/0001021635-19-000061.txt
1021860|NATIONAL OILWELL VARCO INC|4|20190401|edgar/data/1021860/0000899243-19-009405.txt
1022079|QUEST DIAGNOSTICS INC|8-K|20190401|edgar/data/1022079/0001022079-19-000098.txt
1022646|ULTRA PETROLEUM CORP|4|20190401|edgar/data/1022646/0000899243-19-009422.txt
1023024|ANI PHARMACEUTICALS INC|4|20190401|edgar/data/1023024/0001144204-19-017402.txt
1023024|ANI PHARMACEUTICALS INC|4|20190401|edgar/data/1023024/0001144204-19-017403.txt
1023024|ANI PHARMACEUTICALS INC|4|20190401|edgar/data/1023024/0001144204-19-017405.txt
1023024|ANI PHARMACEUTICALS INC|4|20190401|edgar/data/1023024/0001144204-19-017408.txt
1023024|ANI PHARMACEUTICALS INC|4|20190401|edgar/data/1023024/0001144204-19-017409.txt
1023024|ANI PHARMACEUTICALS INC|4|20190401|edgar/data/1023024/0001144204-19-017410.txt
1023024|ANI PHARMACEUTICALS INC|4|20190401|edgar/data/1023024/0001144204-19-017412.txt
1023024|ANI PHARMACEUTICALS INC|4|20190401|edgar/data/1023024/0001144204-19-017413.txt
1023024|ANI PHARMACEUTICALS INC|4|20190401|edgar/data/1023024/0001144204-19-017416.txt
1023298|alpha-En Corp|10-K|20190401|edgar/data/1023298/0001493152-19-004607.txt
1023313|FORRESTER RESEARCH, INC.|3|20190401|edgar/data/1023313/0001209191-19-021944.txt
1023459|SIMULATIONS PLUS INC|4|20190401|edgar/data/1023459/0001222526-19-000004.txt
1023572|DANTONI DAVID J|4|20190401|edgar/data/1023572/0001227654-19-000071.txt
1023674|RASMUSSEN STEPHEN S|4|20190401|edgar/data/1023674/0001398889-19-000060.txt
1023820|WHITE STEPHEN W|4|20190401|edgar/data/1023820/0001140361-19-006190.txt
1024126|PERNIX THERAPEUTICS HOLDINGS, INC.|8-K|20190401|edgar/data/1024126/0001136261-19-000123.txt
1024305|COTY INC.|SC 14D9/A|20190401|edgar/data/1024305/0001193125-19-093518.txt
1024305|COTY INC.|SC TO-T/A|20190401|edgar/data/1024305/0001144204-19-017162.txt
1024725|TENNECO INC|CORRESP|20181226|edgar/data/1024725/0001193125-18-358153.txt
1024725|TENNECO INC|UPLOAD|20181130|edgar/data/1024725/0000000000-18-036853.txt
1024725|TENNECO INC|UPLOAD|20190204|edgar/data/1024725/0000000000-19-000776.txt
1024770|SPECTER ERIC M|4|20190401|edgar/data/1024770/0001192482-19-000173.txt
1025094|KILTS JAMES M|4|20190401|edgar/data/1025094/0001225208-19-005958.txt
1025561|MER TELEMANAGEMENT SOLUTIONS LTD|6-K|20190401|edgar/data/1025561/0001144204-19-017251.txt
1026081|SEIDMAN LAWRENCE B|SC 13D/A|20190401|edgar/data/1026081/0001026081-19-000007.txt
1026161|ARNOLD CLAIRE L|4|20190401|edgar/data/1026161/0001000623-19-000051.txt
1026214|FEDERAL HOME LOAN MORTGAGE CORP|ABS-15G|20190401|edgar/data/1026214/0001193125-19-094222.txt
1026214|FEDERAL HOME LOAN MORTGAGE CORP|ABS-15G|20190401|edgar/data/1026214/0001193125-19-094222.txt
1026214|FEDERAL HOME LOAN MORTGAGE CORP|ABS-15G|20190401|edgar/data/1026214/0001193125-19-094222.txt
1026655|CORE MOLDING TECHNOLOGIES INC|4|20190401|edgar/data/1026655/0001026655-19-000018.txt
1026655|CORE MOLDING TECHNOLOGIES INC|4|20190401|edgar/data/1026655/0001026655-19-000020.txt
1026655|CORE MOLDING TECHNOLOGIES INC|4|20190401|edgar/data/1026655/0001026655-19-000022.txt
1027596|ADVISORS SERIES TRUST|497|20190401|edgar/data/1027596/0000894189-19-001987.txt
1027596|ADVISORS SERIES TRUST|N-Q|20190401|edgar/data/1027596/0000894189-19-001992.txt
1027662|ELBIT IMAGING LTD|6-K|20190401|edgar/data/1027662/0001213900-19-005376.txt
1028954|SB ONE BANCORP|4|20190401|edgar/data/1028954/0001496877-19-000030.txt
1028954|SB ONE BANCORP|4|20190401|edgar/data/1028954/0001496877-19-000031.txt
1028954|SB ONE BANCORP|4|20190401|edgar/data/1028954/0001496877-19-000032.txt
1028954|SB ONE BANCORP|4|20190401|edgar/data/1028954/0001496877-19-000033.txt
1028954|SB ONE BANCORP|4|20190401|edgar/data/1028954/0001496877-19-000034.txt
1028954|SB ONE BANCORP|4|20190401|edgar/data/1028954/0001496877-19-000035.txt
1028954|SB ONE BANCORP|4|20190401|edgar/data/1028954/0001496877-19-000036.txt
1028954|SB ONE BANCORP|4|20190401|edgar/data/1028954/0001496877-19-000037.txt
1028954|SB ONE BANCORP|4|20190401|edgar/data/1028954/0001496877-19-000038.txt
1028954|SB ONE BANCORP|4|20190401|edgar/data/1028954/0001496877-19-000039.txt
1028954|SB ONE BANCORP|4|20190401|edgar/data/1028954/0001496877-19-000040.txt
1028954|SB ONE BANCORP|4|20190401|edgar/data/1028954/0001496877-19-000041.txt
1029068|ADVISORONE FUNDS|N-Q|20190401|edgar/data/1029068/0001580642-19-001645.txt
1029068|ADVISORONE FUNDS|N-Q|20190401|edgar/data/1029068/0001580642-19-001646.txt
1030192|NEW JERSEY MINING CO|10-K|20190401|edgar/data/1030192/0001052918-19-000061.txt
1030469|OFG BANCORP|4/A|20190401|edgar/data/1030469/0001254550-19-000003.txt
1030469|OFG BANCORP|4|20190401|edgar/data/1030469/0001253435-19-000001.txt
1030469|OFG BANCORP|4|20190401|edgar/data/1030469/0001302232-19-000002.txt
1030469|OFG BANCORP|4|20190401|edgar/data/1030469/0001321370-19-000001.txt
1030469|OFG BANCORP|4|20190401|edgar/data/1030469/0001381022-19-000001.txt
1030469|OFG BANCORP|4|20190401|edgar/data/1030469/0001394786-19-000001.txt
1030469|OFG BANCORP|4|20190401|edgar/data/1030469/0001450938-19-000002.txt
1030469|OFG BANCORP|4|20190401|edgar/data/1030469/0001494787-19-000001.txt
1030469|OFG BANCORP|4|20190401|edgar/data/1030469/0001609916-19-000001.txt
1030469|OFG BANCORP|4|20190401|edgar/data/1030469/0001613664-19-000001.txt
1030469|OFG BANCORP|4|20190401|edgar/data/1030469/0001666162-19-000001.txt
1030475|CHINA EASTERN AIRLINES CORP LTD|6-K|20190401|edgar/data/1030475/0001193125-19-093492.txt
1030475|CHINA EASTERN AIRLINES CORP LTD|6-K|20190401|edgar/data/1030475/0001193125-19-093501.txt
1031029|StarTek, Inc.|3|20190401|edgar/data/1031029/0001693731-19-000026.txt
1031029|StarTek, Inc.|3|20190401|edgar/data/1031029/0001693731-19-000027.txt
1031029|StarTek, Inc.|3|20190401|edgar/data/1031029/0001693731-19-000028.txt
1031235|Global Self Storage, Inc.|10-K|20190401|edgar/data/1031235/0001564590-19-010411.txt
1031235|Global Self Storage, Inc.|8-K|20190401|edgar/data/1031235/0001031235-19-000008.txt
1031296|FIRSTENERGY CORP|DEF 14A|20190401|edgar/data/1031296/0001193125-19-093674.txt
1031296|FIRSTENERGY CORP|DEFA14A|20190401|edgar/data/1031296/0001193125-19-093681.txt
1031507|COMPANION LIFE SEPARATE ACCOUNT B|N-30B-2|20190401|edgar/data/1031507/0000740583-19-000135.txt
1033669|LAZARD RETIREMENT SERIES INC|24F-2NT|20190401|edgar/data/1033669/0001410368-19-000291.txt
103379|V F CORP|4|20190401|edgar/data/103379/0001127602-19-013664.txt
103379|V F CORP|4|20190401|edgar/data/103379/0001127602-19-013665.txt
103379|V F CORP|4|20190401|edgar/data/103379/0001127602-19-013666.txt
103379|V F CORP|4|20190401|edgar/data/103379/0001127602-19-013667.txt
103379|V F CORP|4|20190401|edgar/data/103379/0001127602-19-013669.txt
103379|V F CORP|4|20190401|edgar/data/103379/0001127602-19-013672.txt
103379|V F CORP|8-K|20190401|edgar/data/103379/0001193125-19-093551.txt
1033905|LUMINEX CORP|8-K|20190401|edgar/data/1033905/0001033905-19-000028.txt
1033905|LUMINEX CORP|DEF 14A|20190401|edgar/data/1033905/0001033905-19-000032.txt
1033905|LUMINEX CORP|DEFA14A|20190401|edgar/data/1033905/0001033905-19-000031.txt
1034196|ADVENT INTERNATIONAL CORP/MA|SC 13D/A|20190401|edgar/data/1034196/0001140361-19-006220.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190401|edgar/data/1035443/0001035443-19-000087.txt
1035688|SELECT MEDICAL CORP|8-K|20190401|edgar/data/1035688/0001104659-19-019000.txt
103623|OPPENHEIMER & CO. INC.|MA-I/A|20190327|edgar/data/103623/0000103623-19-000014.txt
1037131|PLAYERS NETWORK|8-K|20190401|edgar/data/1037131/0001493152-19-004328.txt
1037131|PLAYERS NETWORK|NT 10-K|20190401|edgar/data/1037131/0001493152-19-004341.txt
1037868|AMETEK INC/|4|20190401|edgar/data/1037868/0001127602-19-013617.txt
1038357|PIONEER NATURAL RESOURCES CO|8-K|20190401|edgar/data/1038357/0001038357-19-000015.txt
1038572|BRAZILIAN DISTRIBUTION CO COMPANHIA BRASILEIRA DE DISTR CBD|6-K|20190401|edgar/data/1038572/0001292814-19-001024.txt
1038683|RYANAIR HOLDINGS PLC|6-K|20190401|edgar/data/1038683/0001654954-19-003810.txt
1039026|MARTORE GRACIA C|4|20190401|edgar/data/1039026/0001209191-19-022027.txt
1039101|L3 TECHNOLOGIES, INC.|425|20190401|edgar/data/1039101/0000202058-19-000049.txt
1039684|ONEOK INC /NEW/|8-K|20190401|edgar/data/1039684/0001039684-19-000020.txt
1040161|PIXELWORKS, INC|3|20190401|edgar/data/1040161/0001580231-19-000011.txt
1040161|PIXELWORKS, INC|4|20190401|edgar/data/1040161/0001580231-19-000012.txt
1040161|PIXELWORKS, INC|8-K|20190401|edgar/data/1040161/0001040161-19-000010.txt
1040766|COLONNESE MARK P|4|20190401|edgar/data/1040766/0001007382-19-000005.txt
1040829|Ryman Hospitality Properties, Inc.|4|20190401|edgar/data/1040829/0001209191-19-021910.txt
1040829|Ryman Hospitality Properties, Inc.|4|20190401|edgar/data/1040829/0001209191-19-021911.txt
1041088|DOLLOFF J MITCHELL|4|20190401|edgar/data/1041088/0001127602-19-013774.txt
1041588|ACCESS-POWER INC|10-Q|20190401|edgar/data/1041588/0001041588-19-000003.txt
1041668|CHINA SOUTHERN AIRLINES CO LTD|6-K|20190401|edgar/data/1041668/0001193125-19-093536.txt
1041792|ENERGY CO OF PARANA|6-K|20190401|edgar/data/1041792/0001292814-19-001040.txt
1041792|ENERGY CO OF PARANA|6-K|20190401|edgar/data/1041792/0001292814-19-001042.txt
1041792|ENERGY CO OF PARANA|6-K|20190401|edgar/data/1041792/0001292814-19-001046.txt
1041792|ENERGY CO OF PARANA|6-K|20190401|edgar/data/1041792/0001292814-19-001048.txt
1041792|ENERGY CO OF PARANA|6-K|20190401|edgar/data/1041792/0001292814-19-001050.txt
1041792|ENERGY CO OF PARANA|6-K|20190401|edgar/data/1041792/0001292814-19-001052.txt
1041792|ENERGY CO OF PARANA|6-K|20190401|edgar/data/1041792/0001292814-19-001054.txt
1041934|EDAP TMS SA|6-K|20190401|edgar/data/1041934/0001171843-19-002142.txt
1041956|BUSH MARY K|4|20190401|edgar/data/1041956/0001562180-19-002062.txt
1042046|AMERICAN FINANCIAL GROUP INC|424B3|20190401|edgar/data/1042046/0000892251-19-000025.txt
1042418|HedgePath Pharmaceuticals, Inc.|CT ORDER|20190401|edgar/data/1042418/9999999997-19-002225.txt
1043218|ROTHSCHILD JONATHAN E|SC 13D/A|20190401|edgar/data/1043218/0001213900-19-005423.txt
1043277|C H ROBINSON WORLDWIDE INC|8-K|20190401|edgar/data/1043277/0001043277-19-000009.txt
1043604|JUNIPER NETWORKS INC|DEF 14A|20190401|edgar/data/1043604/0001144204-19-017438.txt
1043604|JUNIPER NETWORKS INC|DEFA14A|20190401|edgar/data/1043604/0001144204-19-017439.txt
1043894|ENVIRO TECHNOLOGIES, INC.|10-K|20190401|edgar/data/1043894/0001099910-19-000022.txt
1045487|JAMES ADVANTAGE FUNDS|497|20190401|edgar/data/1045487/0001398344-19-006015.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|424B2|20190401|edgar/data/1045520/0001104659-19-018914.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|424B2|20190401|edgar/data/1045520/0001104659-19-018943.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|424B2|20190401|edgar/data/1045520/0001104659-19-018944.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|424B2|20190401|edgar/data/1045520/0001104659-19-018957.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|424B2|20190401|edgar/data/1045520/0001104659-19-018982.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|424B2|20190401|edgar/data/1045520/0001104659-19-018994.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|424B5|20190401|edgar/data/1045520/0001104659-19-018941.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|FWP|20190401|edgar/data/1045520/0001104659-19-018913.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|FWP|20190401|edgar/data/1045520/0001104659-19-018940.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|FWP|20190401|edgar/data/1045520/0001104659-19-018959.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|FWP|20190401|edgar/data/1045520/0001104659-19-018997.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|FWP|20190401|edgar/data/1045520/0001104659-19-019005.txt
1045810|NVIDIA CORP|8-K|20190401|edgar/data/1045810/0001045810-19-000060.txt
1045810|NVIDIA CORP|PRE 14A|20190401|edgar/data/1045810/0001045810-19-000061.txt
1045986|FORMULA SYSTEMS (1985) LTD|6-K|20190401|edgar/data/1045986/0001045986-19-000006.txt
1047252|EDELMAN MARTIN L|4|20190401|edgar/data/1047252/0001209191-19-022091.txt
