Description:           Daily Index of EDGAR Dissemination Feed
Last Data Received:    Apr  2, 2019
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
CIK|Company Name|Form Type|Date Filed|File Name
1013179|HUGHES KEITH W|4|20190402|edgar/data/1013179/0001127602-19-014236.txt
1013182|GUTHRIE ROY A|4|20190402|edgar/data/1013182/0001601712-19-000093.txt
1013605|PRECISION DRILLING Corp|6-K|20190402|edgar/data/1013605/0001171843-19-002181.txt
1013606|ENDOLOGIX INC /DE/|424B5|20190402|edgar/data/1013606/0001193125-19-094895.txt
101368|UNITED MEXICAN STATES|424B2|20190402|edgar/data/101368/0001193125-19-094892.txt
101368|UNITED MEXICAN STATES|FWP|20190402|edgar/data/101368/0001193125-19-094888.txt
1013857|PEGASYSTEMS INC|4|20190402|edgar/data/1013857/0001209191-19-022526.txt
1013857|PEGASYSTEMS INC|4|20190402|edgar/data/1013857/0001209191-19-022531.txt
1013880|TTEC Holdings, Inc.|4|20190402|edgar/data/1013880/0001179110-19-004560.txt
1013880|TTEC Holdings, Inc.|4|20190402|edgar/data/1013880/0001179110-19-004563.txt
1013880|TTEC Holdings, Inc.|4|20190402|edgar/data/1013880/0001179110-19-004567.txt
1013880|TTEC Holdings, Inc.|4|20190402|edgar/data/1013880/0001179110-19-004569.txt
1013880|TTEC Holdings, Inc.|4|20190402|edgar/data/1013880/0001179110-19-004572.txt
1013934|Strategic Education, Inc.|4|20190402|edgar/data/1013934/0001179110-19-004513.txt
1014111|GlassBridge Enterprises, Inc.|8-K|20190402|edgar/data/1014111/0001493152-19-004669.txt
1014763|AMARILLO BIOSCIENCES INC|4|20190402|edgar/data/1014763/0001257171-19-000018.txt
1014833|WHITTEMORE ANNE M|4|20190402|edgar/data/1014833/0000075252-19-000060.txt
1015221|WOOD E JENNER III|4|20190402|edgar/data/1015221/0001209191-19-022866.txt
1015328|WINTRUST FINANCIAL CORP|4|20190402|edgar/data/1015328/0001015328-19-000082.txt
1015328|WINTRUST FINANCIAL CORP|4|20190402|edgar/data/1015328/0001015328-19-000083.txt
1015328|WINTRUST FINANCIAL CORP|4|20190402|edgar/data/1015328/0001015328-19-000084.txt
1015328|WINTRUST FINANCIAL CORP|4|20190402|edgar/data/1015328/0001015328-19-000085.txt
1015328|WINTRUST FINANCIAL CORP|4|20190402|edgar/data/1015328/0001015328-19-000086.txt
1015328|WINTRUST FINANCIAL CORP|4|20190402|edgar/data/1015328/0001015328-19-000087.txt
1015328|WINTRUST FINANCIAL CORP|4|20190402|edgar/data/1015328/0001015328-19-000088.txt
1015328|WINTRUST FINANCIAL CORP|4|20190402|edgar/data/1015328/0001015328-19-000089.txt
1015328|WINTRUST FINANCIAL CORP|4|20190402|edgar/data/1015328/0001015328-19-000090.txt
1015328|WINTRUST FINANCIAL CORP|4|20190402|edgar/data/1015328/0001015328-19-000091.txt
1015790|KOLLAT DAVID T|4|20190402|edgar/data/1015790/0001225208-19-006230.txt
1015821|MCGINTY KEVIN J|4/A|20190402|edgar/data/1015821/0001489096-19-000056.txt
1015821|MCGINTY KEVIN J|4|20190402|edgar/data/1015821/0001489096-19-000065.txt
101594|US ENERGY CORP|NT 10-K|20190402|edgar/data/101594/0001493152-19-004729.txt
1016675|LEDWICK TIM S|4|20190402|edgar/data/1016675/0001683168-19-000927.txt
1016835|RIGGS RORY B|4|20190402|edgar/data/1016835/0001209191-19-022715.txt
1016844|TAUREL SIDNEY|4|20190402|edgar/data/1016844/0001562180-19-002112.txt
1017480|HIBBETT SPORTS INC|4|20190402|edgar/data/1017480/0001567619-19-008074.txt
1017480|HIBBETT SPORTS INC|4|20190402|edgar/data/1017480/0001567619-19-008079.txt
1017608|GARCIA ERNEST C. II|4|20190402|edgar/data/1017608/0001209191-19-022723.txt
101778|MARATHON OIL CORP|4|20190402|edgar/data/101778/0000101778-19-000055.txt
101778|MARATHON OIL CORP|4|20190402|edgar/data/101778/0000101778-19-000056.txt
1018093|LEVIN JOHN A|4|20190402|edgar/data/1018093/0000921895-19-000995.txt
1018164|WILLIS LEASE FINANCE CORP|4|20190402|edgar/data/1018164/0001104659-19-019293.txt
1018164|WILLIS LEASE FINANCE CORP|4|20190402|edgar/data/1018164/0001104659-19-019294.txt
1018164|WILLIS LEASE FINANCE CORP|4|20190402|edgar/data/1018164/0001104659-19-019296.txt
1018164|WILLIS LEASE FINANCE CORP|4|20190402|edgar/data/1018164/0001104659-19-019297.txt
1018164|WILLIS LEASE FINANCE CORP|4|20190402|edgar/data/1018164/0001104659-19-019298.txt
1018211|GOULD PAUL A|4|20190402|edgar/data/1018211/0001570585-19-000090.txt
1018211|GOULD PAUL A|4|20190402|edgar/data/1018211/0001712184-19-000099.txt
1018399|ENTERPRISE BANCORP INC /MA/|4|20190402|edgar/data/1018399/0001127602-19-014006.txt
1018538|WILENSKY GAIL R|4|20190402|edgar/data/1018538/0001209191-19-022483.txt
1018572|OTIS CLARENCE JR|4|20190402|edgar/data/1018572/0001127602-19-014032.txt
1019034|BIO KEY INTERNATIONAL INC|8-K|20190402|edgar/data/1019034/0001437749-19-006307.txt
1019421|FAYARD GARY P|4|20190402|edgar/data/1019421/0001209191-19-022194.txt
101984|UNIVERSAL ELECTRONICS INC|4|20190402|edgar/data/101984/0001209191-19-022164.txt
101984|UNIVERSAL ELECTRONICS INC|4|20190402|edgar/data/101984/0001209191-19-022165.txt
101984|UNIVERSAL ELECTRONICS INC|4|20190402|edgar/data/101984/0001209191-19-022166.txt
101984|UNIVERSAL ELECTRONICS INC|4|20190402|edgar/data/101984/0001209191-19-022167.txt
101984|UNIVERSAL ELECTRONICS INC|4|20190402|edgar/data/101984/0001209191-19-022168.txt
101984|UNIVERSAL ELECTRONICS INC|4|20190402|edgar/data/101984/0001209191-19-022169.txt
1020068|ZECH RONALD H|4|20190402|edgar/data/1020068/0001246360-19-001164.txt
1020710|DXP ENTERPRISES INC|4|20190402|edgar/data/1020710/0001020710-19-000028.txt
1020859|UNITED NATURAL FOODS INC|DEL AM|20190402|edgar/data/1020859/0001341004-19-000232.txt
1021210|SCHNEEBERGER CAROL A|4|20190402|edgar/data/1021210/0000318300-19-000121.txt
1021572|FORD GERALD J|4|20190402|edgar/data/1021572/0001246360-19-001169.txt
1021572|FORD GERALD J|4|20190402|edgar/data/1021572/0001562180-19-002167.txt
1022183|CB SCIENTIFIC, INC.|1-Z|20190402|edgar/data/1022183/0001022183-19-000004.txt
1022321|GENESIS ENERGY LP|4|20190402|edgar/data/1022321/0001022321-19-000031.txt
1022321|GENESIS ENERGY LP|4|20190402|edgar/data/1022321/0001022321-19-000033.txt
1022321|GENESIS ENERGY LP|4|20190402|edgar/data/1022321/0001022321-19-000035.txt
1022321|GENESIS ENERGY LP|4|20190402|edgar/data/1022321/0001022321-19-000037.txt
1022321|GENESIS ENERGY LP|4|20190402|edgar/data/1022321/0001022321-19-000039.txt
1022321|GENESIS ENERGY LP|4|20190402|edgar/data/1022321/0001022321-19-000041.txt
1022408|EPLUS INC|4|20190402|edgar/data/1022408/0001567619-19-008203.txt
1022408|EPLUS INC|4|20190402|edgar/data/1022408/0001567619-19-008206.txt
1022718|REESE ANN N|4|20190402|edgar/data/1022718/0001209191-19-022642.txt
1022877|HENDERSON GEORGE W III|4|20190402|edgar/data/1022877/0001214659-19-002492.txt
1023024|ANI PHARMACEUTICALS INC|4|20190402|edgar/data/1023024/0001144204-19-017759.txt
1023024|ANI PHARMACEUTICALS INC|4|20190402|edgar/data/1023024/0001144204-19-017765.txt
1023024|ANI PHARMACEUTICALS INC|4|20190402|edgar/data/1023024/0001144204-19-017770.txt
1023024|ANI PHARMACEUTICALS INC|4|20190402|edgar/data/1023024/0001144204-19-017773.txt
1023219|RUSSO PATRICIA F|4|20190402|edgar/data/1023219/0001179706-19-000034.txt
1023313|FORRESTER RESEARCH, INC.|4|20190402|edgar/data/1023313/0001209191-19-022233.txt
1023313|FORRESTER RESEARCH, INC.|DEF 14A|20190402|edgar/data/1023313/0001564590-19-010513.txt
1023512|DRDGOLD LTD|SC 13G/A|20190402|edgar/data/1023512/0000869178-19-000130.txt
1023535|BOYD JAMES R|4|20190402|edgar/data/1023535/0000045012-19-000074.txt
1023860|STEWARDSHIP FINANCIAL CORP|4|20190402|edgar/data/1023860/0001620083-19-000008.txt
1023994|SG BLOCKS, INC.|4|20190402|edgar/data/1023994/0001213900-19-005589.txt
1024126|PERNIX THERAPEUTICS HOLDINGS, INC.|25-NSE|20190402|edgar/data/1024126/0001354457-19-000178.txt
1024240|STATON DANIEL C|4|20190402|edgar/data/1024240/0001567619-19-008196.txt
1024388|OSBORNE RICHARD DE J|4|20190402|edgar/data/1024388/0001127602-19-014074.txt
1024398|BALLARD WILLIAM C JR|4|20190402|edgar/data/1024398/0001209191-19-022454.txt
1024478|ROCKWELL AUTOMATION INC|4|20190402|edgar/data/1024478/0001246360-19-001145.txt
1024547|MCKIM ALAN S|4|20190402|edgar/data/1024547/0001179110-19-004504.txt
1024672|ELTEK LTD|6-K|20190402|edgar/data/1024672/0000910662-19-000017.txt
1024795|SUN HYDRAULICS CORP|4|20190402|edgar/data/1024795/0001234880-19-000003.txt
1025094|KILTS JAMES M|4|20190402|edgar/data/1025094/0001209191-19-022567.txt
1025708|LoConti Joseph E.|4|20190402|edgar/data/1025708/0001025708-19-000002.txt
1025708|LoConti Joseph E.|SC 13D/A|20190402|edgar/data/1025708/0001193125-19-095606.txt
1026545|CHAZEN STEPHEN I|4|20190402|edgar/data/1026545/0001179110-19-004555.txt
1027551|SAUL B FRANCIS II|4|20190402|edgar/data/1027551/0000907254-19-000015.txt
1027662|ELBIT IMAGING LTD|6-K|20190402|edgar/data/1027662/0001213900-19-005571.txt
1027716|KELLY GARY C|4|20190402|edgar/data/1027716/0001214659-19-002495.txt
1027838|TACTILE SYSTEMS TECHNOLOGY INC|4|20190402|edgar/data/1027838/0001437749-19-006396.txt
1027838|TACTILE SYSTEMS TECHNOLOGY INC|4|20190402|edgar/data/1027838/0001437749-19-006397.txt
1027838|TACTILE SYSTEMS TECHNOLOGY INC|4|20190402|edgar/data/1027838/0001437749-19-006398.txt
1027958|POST WILLIAM J|4|20190402|edgar/data/1027958/0001127602-19-014173.txt
1028689|DAVIS EUGENE I|4|20190402|edgar/data/1028689/0000899243-19-009623.txt
1029730|LADENBURG THALMANN FINANCIAL SERVICES INC.|4|20190402|edgar/data/1029730/0001209191-19-022124.txt
1030287|SHAW JEFFREY W|4|20190402|edgar/data/1030287/0001562180-19-002145.txt
1030749|GULFMARK OFFSHORE INC|RW|20190402|edgar/data/1030749/0001193125-19-095361.txt
1031248|LOUGHREY F JOSEPH|4|20190402|edgar/data/1031248/0001214659-19-002474.txt
1031749|LITTLE DAVID R|4|20190402|edgar/data/1031749/0001020710-19-000028.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000038.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000039.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000040.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000041.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000042.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000043.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000044.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000045.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000046.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000047.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000048.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000049.txt
1032208|SEMPRA ENERGY|4|20190402|edgar/data/1032208/0001228379-19-000050.txt
1032220|MAXIMUS INC|4|20190402|edgar/data/1032220/0001032220-19-000038.txt
1032383|GLENCORE INTERNATIONAL AG|4|20190402|edgar/data/1032383/0001144204-19-017594.txt
1032399|SARVADI PAUL J|4|20190402|edgar/data/1032399/0001127602-19-014140.txt
1032635|WENDELL PETER C|4|20190402|edgar/data/1032635/0001225208-19-006173.txt
1032946|REEVE PAMELA D A|4|20190402|edgar/data/1032946/0001127602-19-014284.txt
1033309|WILLIS CHARLES F IV|4|20190402|edgar/data/1033309/0001104659-19-019297.txt
1033331|HASTINGS REED|4|20190402|edgar/data/1033331/0001065280-19-000147.txt
1034462|ILLINGWORTH DAVID J|4|20190402|edgar/data/1034462/0001209191-19-022281.txt
1034465|LAVIZZO-MOUREY RISA J|4|20190402|edgar/data/1034465/0001231205-19-000100.txt
1034592|OMNICOMM SYSTEMS INC|4|20190402|edgar/data/1034592/0001437749-19-006400.txt
1034592|OMNICOMM SYSTEMS INC|4|20190402|edgar/data/1034592/0001437749-19-006401.txt
1034592|OMNICOMM SYSTEMS INC|4|20190402|edgar/data/1034592/0001437749-19-006402.txt
1034592|OMNICOMM SYSTEMS INC|4|20190402|edgar/data/1034592/0001437749-19-006403.txt
1034592|OMNICOMM SYSTEMS INC|4|20190402|edgar/data/1034592/0001437749-19-006404.txt
1034592|OMNICOMM SYSTEMS INC|4|20190402|edgar/data/1034592/0001437749-19-006405.txt
1034592|OMNICOMM SYSTEMS INC|4|20190402|edgar/data/1034592/0001437749-19-006406.txt
1034592|OMNICOMM SYSTEMS INC|4|20190402|edgar/data/1034592/0001437749-19-006407.txt
1034592|OMNICOMM SYSTEMS INC|4|20190402|edgar/data/1034592/0001437749-19-006408.txt
1034657|STERNLICHT BARRY S|4|20190402|edgar/data/1034657/0001104659-19-019361.txt
1034957|CRESUD INC|6-K|20190402|edgar/data/1034957/0001654954-19-003891.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190402|edgar/data/1035443/0001035443-19-000098.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190402|edgar/data/1035443/0001035443-19-000099.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190402|edgar/data/1035443/0001035443-19-000100.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190402|edgar/data/1035443/0001035443-19-000101.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190402|edgar/data/1035443/0001035443-19-000102.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190402|edgar/data/1035443/0001035443-19-000103.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190402|edgar/data/1035443/0001035443-19-000104.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190402|edgar/data/1035443/0001035443-19-000105.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190402|edgar/data/1035443/0001035443-19-000106.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190402|edgar/data/1035443/0001035443-19-000107.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190402|edgar/data/1035443/0001035443-19-000108.txt
1035443|ALEXANDRIA REAL ESTATE EQUITIES INC|4|20190402|edgar/data/1035443/0001035443-19-000109.txt
1036044|Identiv, Inc.|4|20190402|edgar/data/1036044/0000899243-19-009616.txt
1036044|Identiv, Inc.|CORRESP|20181213|edgar/data/1036044/0001193125-18-348911.txt
1036044|Identiv, Inc.|UPLOAD|20181207|edgar/data/1036044/0000000000-18-037409.txt
1036141|Correvio Pharma Corp.|6-K|20190402|edgar/data/1036141/0001279569-19-000803.txt
1037038|RALPH LAUREN CORP|4|20190402|edgar/data/1037038/0001530174-19-000003.txt
1037540|BOSTON PROPERTIES INC|4|20190402|edgar/data/1037540/0001246991-19-000098.txt
1037540|BOSTON PROPERTIES INC|4|20190402|edgar/data/1037540/0001246991-19-000099.txt
1037540|BOSTON PROPERTIES INC|4|20190402|edgar/data/1037540/0001246991-19-000100.txt
1037540|BOSTON PROPERTIES INC|4|20190402|edgar/data/1037540/0001246991-19-000101.txt
1037540|BOSTON PROPERTIES INC|4|20190402|edgar/data/1037540/0001246991-19-000102.txt
1037540|BOSTON PROPERTIES INC|4|20190402|edgar/data/1037540/0001246991-19-000103.txt
1037540|BOSTON PROPERTIES INC|4|20190402|edgar/data/1037540/0001246991-19-000104.txt
1037976|JONES LANG LASALLE INC|4|20190402|edgar/data/1037976/0001127602-19-014100.txt
1037976|JONES LANG LASALLE INC|4|20190402|edgar/data/1037976/0001127602-19-014107.txt
1038357|PIONEER NATURAL RESOURCES CO|3|20190402|edgar/data/1038357/0001246360-19-001146.txt
1038357|PIONEER NATURAL RESOURCES CO|3|20190402|edgar/data/1038357/0001246360-19-001147.txt
1038357|PIONEER NATURAL RESOURCES CO|3|20190402|edgar/data/1038357/0001246360-19-001148.txt
1038683|RYANAIR HOLDINGS PLC|6-K|20190402|edgar/data/1038683/0001654954-19-003907.txt
1038683|RYANAIR HOLDINGS PLC|6-K|20190402|edgar/data/1038683/0001654954-19-003912.txt
1039280|NETSOL TECHNOLOGIES INC|4|20190402|edgar/data/1039280/0001493152-19-004691.txt
1039280|NETSOL TECHNOLOGIES INC|4|20190402|edgar/data/1039280/0001493152-19-004692.txt
1039280|NETSOL TECHNOLOGIES INC|4|20190402|edgar/data/1039280/0001493152-19-004693.txt
1039280|NETSOL TECHNOLOGIES INC|4|20190402|edgar/data/1039280/0001493152-19-004694.txt
